"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","chr","pos","strand","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","chr_numeric","pos_mbp"
"cg24148581",0.44115966500441,-2.7348067710729,8.57299526932333,3.6145634190322e-15,5.40417354752507e-12,23.9456825028885,"chr18",43684271,"-","ATP5A1;HAUS1;HAUS1","TSS200;TSS200;TSS200","Island",18,43.684271
"cg05905184",0.612406943333265,-0.310871142260565,8.57277283243898,3.61959104215163e-15,5.41021381544192e-12,23.9443262508657,"chr2",220252704,"+","DNPEP","TSS200","S_Shore",2,220.252704
"cg02741521",0.55380475891746,-1.14393029876066,8.57116808004115,3.65606860596862e-15,5.45877920186891e-12,23.9345421314693,"chr3",9745610,"+","CPNE9;CPNE9","1stExon;5'UTR","Island",3,9.74561
"cg26800771",0.506069272835336,-1.3901663026605,8.57050198477534,3.67131650444602e-15,5.47855903074692e-12,23.9304812030267,"chr2",241855454,"-","","","Island",2,241.855454
"cg01261798",0.670996710287952,-2.5030366993581,8.57000578272568,3.68271629404084e-15,5.49407386653197e-12,23.9274561367998,"chr10",134000034,"-","DPYSL4","TSS1500","Island",10,134.000034
"cg11491207",0.453884994233991,-1.98162069949009,8.56976916538423,3.68816472277182e-15,5.50070411189822e-12,23.9260136397876,"chr11",32914638,"+","QSER1","TSS200","Island",11,32.914638
"cg07177852",0.402507958742744,-2.44763740301154,8.56932672188066,3.69837404209742e-15,5.51292890875069e-12,23.9233164048422,"chr18",52626476,"-","CCDC68;CCDC68","TSS1500;5'UTR","N_Shore",18,52.626476
"cg19617932",0.572674542952548,-2.03066002689708,8.56816653693514,3.72527851018871e-15,5.54548879052188e-12,23.916243941251,"chr12",1703704,"+","FBXL14","TSS1500","Island",12,1.703704
"cg14845689",0.451875416490523,-2.05154256052837,8.56718069678658,3.74829251631152e-15,5.57404273327893e-12,23.9102346035839,"chr10",119306193,"+","EMX2;EMX2","Body;Body","S_Shore",10,119.306193
"cg24258013",0.577346154211288,-3.08665421722457,8.56640609857943,3.76647409493933e-15,5.59616808652619e-12,23.9055131317574,"chr7",139762806,"+","PARP12;PARP12","5'UTR;1stExon","Island",7,139.762806
"cg00358695",0.533496118715343,-3.63944779739703,8.56607115183358,3.77436313157609e-15,5.60484916288574e-12,23.9034715603297,"chr19",42463363,"+","RABAC1","Body","Island",19,42.463363
"cg13634501",0.44762296513272,-0.839749646021773,8.56346140465769,3.83639496406962e-15,5.68274936797283e-12,23.8875657745389,"chr15",60690026,"+","ANXA2;ANXA2;ANXA2;ANXA2","5'UTR;5'UTR;Body;5'UTR","Island",15,60.690026
"cg02376834",0.430585278996757,-2.79948669776578,8.56310017848791,3.84506037552043e-15,5.69285789063411e-12,23.8853643516556,"chr5",154134051,"-","LARP1;LARP1","Body;TSS1500","N_Shore",5,154.134051
"cg00980538",0.640542300633019,-2.00031529858353,8.56279930067,3.85229292079534e-15,5.70202504879653e-12,23.883530740625,"chr4",68566969,"-","LOC550112;UBA6","TSS200;TSS200","Island",4,68.566969
"cg04657224",0.453989385126967,-3.61687854579524,8.56245803484357,3.86051265866865e-15,5.71110535849659e-12,23.8814510303752,"chr8",11059038,"+","XKR6","TSS200","Island",8,11.059038
"cg19847283",0.629353380449368,-1.28490281723327,8.56011354424658,3.91745450527631e-15,5.78440849499809e-12,23.8671644202693,"chr19",20349250,"-","","","OpenSea",19,20.34925
"cg04113200",0.423271326824532,-2.11645326858085,8.55996127323908,3.92118147725532e-15,5.78835143954759e-12,23.8662365855068,"chr12",131303774,"-","STX2;STX2","Body;Body","Island",12,131.303774
"cg01442334",0.447803375921505,-1.95209834151794,8.55960999814124,3.92979268131849e-15,5.7979383557273e-12,23.8640961838488,"chr4",110481823,"-","CCDC109B","Body","Island",4,110.481823
"cg21338532",0.524465713142964,-3.1583053486491,8.55890101643288,3.9472299476362e-15,5.81583323612961e-12,23.8597763070938,"chr2",154335348,"-","RPRM","TSS200","Island",2,154.335348
"cg09804108",0.908531275214597,-1.76163313784863,8.55796249137201,3.97043091918822e-15,5.84216086655069e-12,23.8540580432823,"chr6",28249271,"-","PGBD1","TSS200","Island",6,28.249271
"cg03621406",0.488716360463927,-1.72734014725122,8.55287911620987,4.09846663193984e-15,6.00635517505754e-12,23.8230906542966,"chr19",9930365,"-","FBXL12","TSS1500","Island",19,9.930365
"cg19806642",0.459220356268845,-0.721498946603923,8.55145058914403,4.13517882422849e-15,6.05691663570672e-12,23.8143896458712,"chr5",178422140,"+","GRM6","TSS200","Island",5,178.42214
"cg20649017",0.404583011935889,-0.477768908908537,8.55133138187861,4.13825708101504e-15,6.05980517914407e-12,23.8136635952859,"chr2",176980837,"-","HOXD10","TSS1500","Island",2,176.980837
"cg08307766",0.424371220742496,-2.72899491086582,8.54840189731159,4.21462297022261e-15,6.15817422557892e-12,23.7958224823697,"chr12",70637393,"+","CNOT2","5'UTR","Island",12,70.637393
"cg10348922",0.58363338959074,-1.92027668967405,8.54820220980848,4.21987904202825e-15,6.16285346738868e-12,23.7946064439641,"chr22",21319303,"+","AIFM3;AIFM3","TSS200;TSS200","Island",22,21.319303
"cg14640386",0.853954978222173,-0.485433551578688,8.54698940231042,4.2519419317283e-15,6.20637000974352e-12,23.78722106513,"chr17",5185735,"+","RABEP1;RABEP1;RABEP1;RABEP1","1stExon;1stExon;5'UTR;5'UTR","Island",17,5.185735
"cg14306956",0.573657735819969,-1.48420538071931,8.54516873294929,4.30052915282268e-15,6.26727099159108e-12,23.7761349678114,"chr9",37027384,"+","PAX5","Body","Island",9,37.027384
"cg20129213",0.590489634940215,-1.38079682093986,8.54492184117089,4.3071600958889e-15,6.27526503685325e-12,23.7746317167308,"chr8",104512317,"+","RIMS2","TSS1500","Island",8,104.512317
"cg18303215",0.466042985315369,-1.48110367962634,8.54440262308113,4.32113821260887e-15,6.29395636112619e-12,23.7714704124757,"chr2",44059003,"-","ABCG5","Body","Island",2,44.059003
"cg23064951",0.636290288289153,-2.794776035342,8.54402820806726,4.33124593896443e-15,6.30700182768521e-12,23.7691908058099,"chr11",62389256,"-","B3GAT3","Body","N_Shore",11,62.389256
"cg04271782",0.438616077490279,-3.44378810824183,8.54365727475109,4.34128280522285e-15,6.31993720423879e-12,23.766932439872,"chr7",104654707,"-","MLL5;MLL5;MLL5;MLL5;LOC100216545","1stExon;5'UTR;1stExon;5'UTR;TSS200","Island",7,104.654707
"cg05028187",0.566729195196695,-1.33144825194953,8.54339344359453,4.34843569803922e-15,6.3286684024242e-12,23.7653261734594,"chr13",21635820,"+","LATS2","TSS200","Island",13,21.63582
"cg19556814",0.498670805561073,-2.6739572520612,8.5430419111335,4.35798448929374e-15,6.340881002211e-12,23.7631859941146,"chr14",60337477,"+","RTN1;RTN1","1stExon;5'UTR","S_Shore",14,60.337477
"cg26322434",0.564115873097375,-2.76430431329561,8.54202239338385,4.38579580730689e-15,6.37288323217603e-12,23.7569792412509,"chr3",61237156,"-","FHIT;FHIT","TSS200;TSS200","Island",3,61.237156
"cg27445522",0.473207317851057,-2.30390117416335,8.54164822961176,4.3960466941513e-15,6.38608460154684e-12,23.7547014387059,"chr1",225841201,"+","ENAH;ENAH","TSS1500;TSS1500","Island",1,225.841201
"cg17039236",0.555297092853092,-1.38238737057959,8.5403297370946,4.4323590010619e-15,6.43201245002137e-12,23.7466751756065,"chr18",77548049,"-","","","Island",18,77.548049
"cg21798447",0.561836900416207,-1.60143972835983,8.53966643706993,4.45073915762222e-15,6.45355613829144e-12,23.7426375696396,"chr4",85504053,"-","CDS1","TSS200","Island",4,85.504053
"cg09469663",0.512626651410858,-2.03893433501281,8.53782817574537,4.50207383698629e-15,6.5204030024926e-12,23.7314485087271,"chr15",74908191,"-","CLK3;CLK3","5'UTR;1stExon","Island",15,74.908191
"cg06062984",0.509271550697775,-1.46667666193559,8.53696491090443,4.52638337848381e-15,6.54937155110911e-12,23.7261943801453,"chr3",22413960,"-","","","Island",3,22.41396
"cg14593314",0.549760941397916,-2.90698931350765,8.53585440849763,4.55784674488895e-15,6.59178694956766e-12,23.7194358165181,"chr6",44191312,"-","SLC29A1;SLC29A1;SLC29A1;SLC29A1;SLC29A1;SLC29A1;SLC29A1","TSS200;5'UTR;1stExon;5'UTR;1stExon;5'UTR;5'UTR","Island",6,44.191312
"cg03684273",0.639644674805111,-0.723748796874042,8.53577763622288,4.56002990111708e-15,6.59283168684046e-12,23.7189685913482,"chr7",152160885,"-","LOC100128822","TSS1500","N_Shore",7,152.160885
"cg16055026",0.426406200243053,-1.89307834972341,8.53560591179142,4.56491694744129e-15,6.59815591689333e-12,23.717923507416,"chr5",87974547,"+","LOC645323;LOC645323","Body;TSS1500","N_Shore",5,87.974547
"cg17711535",0.417243157672633,-1.76575918492734,8.5346865601826,4.5911689720427e-15,6.6326006836676e-12,23.7123286541681,"chr7",139877050,"-","JHDM1D;LOC100134229","TSS1500;TSS200","Island",7,139.87705
"cg22343980",0.529776130302199,-2.82313749015944,8.534029185653,4.61003204948852e-15,6.65634037074157e-12,23.7083282621492,"chr1",168148117,"-","TIPRL;TIPRL","TSS200;TSS200","Island",1,168.148117
"cg18573204",0.565889499714288,-1.79769985023311,8.53319678697262,4.6340277319915e-15,6.68570076279736e-12,23.7032629684017,"chr11",798458,"+","","","Island",11,0.798458
"cg18786969",0.678152356815333,-1.38707367494806,8.53251494626307,4.65377555206427e-15,6.70712603717607e-12,23.6991140061784,"chr5",612372,"+","CEP72","TSS200","Island",5,0.612372
"cg22713327",0.607966397344135,-1.98868466240121,8.53199151137525,4.668992173189e-15,6.72374974696916e-12,23.6959290319438,"chr12",120703336,"+","PXN;PXN","Body;Body","Island",12,120.703336
"cg02775469",0.470159086655973,-1.57539129109117,8.53123199449285,4.69115968626236e-15,6.75212285773451e-12,23.6913077067099,"chr6",33181031,"-","","","Island",6,33.181031
"cg24799047",0.460232823523525,-2.49262249145463,8.53066547413656,4.7077623008548e-15,6.77246065102856e-12,23.6878607963626,"chr5",180632251,"-","TRIM7;TRIM7;TRIM7;TRIM7;TRIM7","TSS1500;TSS200;TSS1500;TSS200;TSS1500","Island",5,180.632251
"cg27338287",0.513609470829899,-1.80652018203915,8.5305403344271,4.71143753622089e-15,6.77596834265753e-12,23.6870994154657,"chr3",190580644,"-","LOC647309","TSS200","Island",3,190.580644
"cg18440893",0.48077400571334,-2.80926894291715,8.5296078006864,4.73891496723701e-15,6.81190951646183e-12,23.6814258024307,"chr6",16760537,"+","ATXN1;ATXN1","5'UTR;5'UTR","Island",6,16.760537
"cg14537533",0.526966692182691,-0.957737994881302,8.52832461164678,4.77698466381963e-15,6.86303075443597e-12,23.6736192131408,"chr12",52626904,"-","KRT7","TSS200","Island",12,52.626904
"cg16366473",0.438671005147957,-1.6042924914616,8.52621573648788,4.84021103219296e-15,6.94657998319214e-12,23.6607904707118,"chr3",192126849,"-","FGF12;FGF12","TSS200;Body","Island",3,192.126849
"cg01128503",0.773397963480889,-0.963593447208333,8.52467787319886,4.88684066538625e-15,7.01166500009853e-12,23.651436184962,"chr8",1771541,"-","ARHGEF10","TSS1500","Island",8,1.771541
"cg09369863",0.46089955691288,-2.14450147986902,8.52382089234141,4.91301832373897e-15,7.04553415001529e-12,23.646223787352,"chr15",78112847,"-","","","Island",15,78.112847
"cg00602783",0.465910283789121,-2.1353254911638,8.52325172556499,4.93048114074817e-15,7.06687683910953e-12,23.6427620813667,"chr12",82153008,"+","PPFIA2","5'UTR","S_Shore",12,82.153008
"cg18063733",0.404874635251873,-2.7515810553206,8.52287007936005,4.94222504563181e-15,7.08000455243338e-12,23.6404409428182,"chr5",50265443,"-","","","Island",5,50.265443
"cg13086586",0.405074208953573,-1.39726910983222,8.51944728864544,5.04879846177713e-15,7.22134616830311e-12,23.6196258504829,"chr4",57303149,"+","PAICS;PAICS;PAICS;PPAT","Body;Body;Body;TSS1500","S_Shore",4,57.303149
"cg11236526",0.411129782675563,-0.930804771923639,8.51906258173606,5.06091847852977e-15,7.23679204580156e-12,23.6172865510877,"chr3",64430940,"-","","","Island",3,64.43094
"cg14143907",0.423649597150173,-2.7928267031166,8.51843651673424,5.08070411321856e-15,7.25705490077725e-12,23.6134797161423,"chr10",70939925,"+","SUPV3L1","TSS200","Island",10,70.939925
"cg21682057",0.478854479553142,-1.16872273290727,8.51823080565024,5.08722196990996e-15,7.26302922449445e-12,23.6122289011031,"chr6",2245849,"-","GMDS","TSS200","Island",6,2.245849
"cg19004138",0.436991572993179,-2.4667880401689,8.51761946770955,5.10664091749488e-15,7.28695540852833e-12,23.6085117715827,"chr6",121655784,"+","C6orf170","TSS200","Island",6,121.655784
"cg19156402",0.558919343344903,-1.717995638288,8.51616899797097,5.15300934289457e-15,7.34546762137023e-12,23.5996929175365,"chr7",148679794,"+","","","OpenSea",7,148.679794
"cg26663686",0.763829732518874,-0.293895377167503,8.51534105843661,5.1796638162172e-15,7.37386891511548e-12,23.5946593392049,"chr8",144241809,"-","LY6H;LY6H;LY6H","5'UTR;TSS200;TSS1500","Island",8,144.241809
"cg17236067",0.529956887215354,-2.04712908403141,8.51435787152642,5.21149399565033e-15,7.4153288490216e-12,23.5886821885517,"chr7",151722814,"-","GALNT11;GALNT11","1stExon;5'UTR","Island",7,151.722814
"cg09925621",0.50502121329861,-0.635801485828995,8.51354205962668,5.23805275326277e-15,7.44345194454228e-12,23.5837227994575,"chr16",84178555,"-","HSDL1;LRRC50;HSDL1","5'UTR;TSS1500;5'UTR","Island",16,84.178555
"cg12457986",0.404941299487234,-2.16141575797186,8.5126665774358,5.26670346061132e-15,7.48028475648536e-12,23.5784008997596,"chr21",27107982,"+","ATP5J;ATP5J;ATP5J;ATP5J;GABPA;ATP5J","TSS200;TSS200;TSS200;TSS200;5'UTR;TSS200","Island",21,27.107982
"cg18235937",0.446163774966478,-0.966984489225539,8.5119766222931,5.28939217587906e-15,7.5105622228233e-12,23.5742069537046,"chr1",6268858,"-","RNF207","Body","Island",1,6.268858
"cg08495456",0.559970156443335,-1.48630263520583,8.51099173183431,5.3219477449928e-15,7.55483060031097e-12,23.5682204768379,"chr10",35931164,"+","FZD8","TSS1500","Island",10,35.931164
"cg19716887",0.485525710375406,-1.51118072161338,8.51086634543435,5.32610663369043e-15,7.55853571661464e-12,23.5674583601431,"chr13",46785897,"+","","","OpenSea",13,46.785897
"cg23777958",0.488760696583586,-0.725044410082015,8.51062383247513,5.33415959497551e-15,7.56236771735593e-12,23.5659843451376,"chr8",85095654,"+","RALYL;RALYL;RALYL;RALYL;RALYL;RALYL;RALYL","1stExon;5'UTR;TSS1500;5'UTR;1stExon;5'UTR;1stExon","N_Shore",8,85.095654
"cg05842391",0.45930166478375,-2.6012465357795,8.51038611415307,5.34206506756251e-15,7.56965745584262e-12,23.5645394901126,"chr11",110166535,"-","RDX","5'UTR","N_Shore",11,110.166535
"cg11916758",0.441871312976072,-0.444752544309431,8.50959855776085,5.36833888819061e-15,7.60003275704053e-12,23.5597528378162,"chr5",133512809,"-","SKP1;SKP1","TSS200;TSS200","Island",5,133.512809
"cg16293249",0.457697460729907,-2.38936521494064,8.50899454389555,5.38857634081036e-15,7.61979569250738e-12,23.55608186086,"chr2",112812957,"+","TMEM87B;TMEM87B","5'UTR;1stExon","Island",2,112.812957
"cg15796980",0.406639403555806,0.958033897265388,8.50863527497832,5.40064950603435e-15,7.63489712487778e-12,23.5538984086831,"chr6",13860443,"-","","","OpenSea",6,13.860443
"cg21294471",0.446824614773771,-2.27536371433967,8.50744518966158,5.44083410514595e-15,7.68575582202059e-12,23.5466659676066,"chr11",35639653,"-","FJX1","TSS200","Island",11,35.639653
"cg21865039",0.412568775052334,-1.41543655671978,8.50645229040599,5.47458736751022e-15,7.7314422212525e-12,23.5406322121305,"chr13",31773952,"-","B3GALTL","TSS200","Island",13,31.773952
"cg23958863",0.537913970746062,-1.82133817101787,8.50438358655608,5.54558096716311e-15,7.81759482037358e-12,23.5280618796064,"chr20",47894760,"-","C20orf199;C20orf199;ZNFX1;SNORD12C;C20orf199","TSS1500;Body;TSS200;TSS1500;TSS1500","Island",20,47.89476
"cg09110655",0.608592139245851,-2.37762633145079,8.50331437410796,5.58263136157884e-15,7.86375385593521e-12,23.5215654085696,"chr11",3876737,"-","STIM1","TSS200","Island",11,3.876737
"cg04681368",0.40404160756546,-3.03694093866821,8.50308743813991,5.59052669256937e-15,7.87285091352476e-12,23.5201866050111,"chr19",42806184,"-","PRR19;PAFAH1B3;PAFAH1B3;PAFAH1B3","TSS200;Body;Body;Body","Island",19,42.806184
"cg06184647",0.67657340295007,-1.62085653416085,8.50155791815794,5.64402993631015e-15,7.94286457202511e-12,23.5108940606489,"chr16",88450241,"+","","","Island",16,88.450241
"cg14719951",0.520523236251224,-1.07463138226561,8.50154188884938,5.64459332937446e-15,7.94286457202511e-12,23.5107966790164,"chr18",28622474,"+","DSC3;DSC3","Body;Body","Island",18,28.622474
"cg02804341",0.490479667539909,-1.76827734343906,8.50118822319317,5.65703806324305e-15,7.95617601721266e-12,23.5086481014919,"chr12",44200243,"+","TWF1","TSS200","Island",12,44.200243
"cg06771501",0.544252002291977,-1.6981583693638,8.49979156821157,5.7064499044902e-15,8.01730735637927e-12,23.500163572107,"chr2",145090273,"+","GTDC1","TSS200","Island",2,145.090273
"cg08858649",0.436871666017288,-2.41589555854788,8.49842332028103,5.75527187957845e-15,8.07992785119826e-12,23.4918522027523,"chr6",30139903,"-","TRIM15","Body","Island",6,30.139903
"cg01280841",0.478122915790544,-2.18713683008547,8.49834546675918,5.75806228398161e-15,8.08005632198809e-12,23.4913793021027,"chr7",100181701,"-","LRCH4","Body","N_Shore",7,100.181701
"cg11021744",0.512146900348914,-2.23834114320618,8.49833480852343,5.75844439795498e-15,8.08005632198809e-12,23.4913145616128,"chr3",11034279,"-","SLC6A1","TSS200","N_Shore",3,11.034279
"cg19695945",0.408069132944637,-1.84459206513783,8.4982973282729,5.75978832176626e-15,8.08005632198809e-12,23.4910868985326,"chr1",75139482,"-","C1orf173","TSS200","OpenSea",1,75.139482
"cg18942715",0.458098066916313,-3.07973264997682,8.49793184794594,5.77290961750437e-15,8.09476092727592e-12,23.48886691563,"chr12",56510430,"+","RPL41;RPL41;RPL41;RPL41","1stExon;5'UTR;5'UTR;1stExon","N_Shore",12,56.51043
"cg27169858",0.490693905115653,-1.6622277593292,8.49724515718615,5.79764310384483e-15,8.1227600297955e-12,23.4846959646635,"chr1",202936450,"-","CYB5R1","TSS200","S_Shore",1,202.93645
"cg21911861",0.82611491352446,-1.25076911016093,8.49667470305635,5.81826985395783e-15,8.14957474877258e-12,23.4812311454837,"chr19",39832561,"-","SAMD4B","TSS1500","Island",19,39.832561
"cg05994094",0.450857238323272,-1.17014170213411,8.49512178674598,5.8747905149442e-15,8.21194486476636e-12,23.4717995712949,"chr18",31020806,"+","C18orf34;C18orf34","TSS200;TSS1500","Island",18,31.020806
"cg25020279",0.524210407764673,-1.85654957731747,8.49478898066547,5.88697417260734e-15,8.2226810449544e-12,23.4697783851069,"chr5",39074123,"+","RICTOR","Body","Island",5,39.074123
"cg17643699",0.590634775720212,-1.16906948833747,8.49392489822215,5.91872441620838e-15,8.2565025837177e-12,23.464530831589,"chr12",27091484,"+","FGFR1OP2;C12orf11;FGFR1OP2","5'UTR;TSS1500;1stExon","Island",12,27.091484
"cg18249625",0.465393445062524,-2.2970442211363,8.49282719742752,5.95930392509754e-15,8.30071805955026e-12,23.4578648555617,"chr8",23082420,"+","TNFRSF10A","1stExon","Island",8,23.08242
"cg23123838",0.537168769713328,-0.966687199748238,8.49282158524374,5.95951210235089e-15,8.30071805955026e-12,23.4578307755826,"chr14",105886072,"-","MTA1","TSS200","OpenSea",14,105.886072
"cg24885055",0.470212305264202,-2.22217801211885,8.49131934861959,6.01549598927964e-15,8.37230912498533e-12,23.4487087997196,"chr2",163175046,"-","IFIH1","TSS200","OpenSea",2,163.175046
"cg11166759",0.543240590446847,-0.159723148700267,8.48759903799571,6.15639688503971e-15,8.53804456769037e-12,23.4261211346245,"chr3",24870785,"-","","","Island",3,24.870785
"cg11726039",0.599543799598508,-1.4893089944966,8.48702713838021,6.17834509012436e-15,8.56203238072087e-12,23.4226492611994,"chr2",208490019,"+","FAM119A;FAM119A","TSS200;TSS1500","Island",2,208.490019
"cg25310909",0.605841506746261,-2.96828846738592,8.48639250617028,6.20279170092714e-15,8.59151222941669e-12,23.418796672264,"chr1",165738087,"+","TMCO1;TMCO1","1stExon;5'UTR","Island",1,165.738087
"cg15528501",0.665481444537801,-1.36039426340163,8.4849389936779,6.25914448934295e-15,8.65862028520523e-12,23.4099734761687,"chr12",27167454,"+","TM7SF3","TSS200","Island",12,27.167454
"cg22828147",0.466544273456322,-1.80379824979901,8.48443142057504,6.27894254084603e-15,8.68162336509563e-12,23.4068925323411,"chr6",4776490,"+","CDYL;CDYL","Body;TSS200","Island",6,4.77649
"cg01076200",0.75347745639693,-3.31663784127543,8.48340135395043,6.3193117781004e-15,8.7265645972225e-12,23.4006403266961,"chr1",156308436,"-","CCT3;C1orf182;CCT3;CCT3","TSS1500;5'UTR;TSS1500;TSS1500","Island",1,156.308436
"cg04946749",0.466229160559498,-2.31085343224942,8.48193847685146,6.37708609368025e-15,8.79290980778166e-12,23.3917616586998,"chr17",74865838,"-","MGAT5B","Body","Island",17,74.865838
"cg08158952",0.536697640769595,-1.77487183753714,8.48149932139096,6.39453197245183e-15,8.81031204808857e-12,23.3890964150306,"chr19",57183016,"+","ZNF835","Body","Island",19,57.183016
"cg10224655",0.531995801268454,-1.91398119804078,8.48126911678223,6.40369598055914e-15,8.82071962141051e-12,23.3876993226155,"chr1",6053295,"+","NPHP4","TSS1500","S_Shore",1,6.053295
"cg08586014",0.42245673789343,-3.23721016499869,8.48081103014832,6.42197031267512e-15,8.84144516474e-12,23.3849192828058,"chr6",90529518,"-","MDN1","TSS200","Island",6,90.529518
"cg18836122",0.447887894685198,-2.69060563510948,8.48052977495035,6.43321597627923e-15,8.85247802838242e-12,23.3832124316419,"chr4",75720078,"-","BTC","TSS200","S_Shore",4,75.720078
"cg02924347",0.449167499526547,-1.94824690559834,8.47982431205279,6.46150911818703e-15,8.88246190001788e-12,23.3789313038253,"chr16",2390352,"-","ABCA17P;ABCA3","TSS1500;5'UTR","Island",16,2.390352
"cg26779305",0.418439842276808,2.19547982433998,8.47820912929865,6.52675297052049e-15,8.95195763578558e-12,23.369130095461,"chr17",11985228,"+","MAP2K4;MIR744","Body;Body","OpenSea",17,11.985228
"cg06138505",0.628568582157071,-1.90308889922691,8.47653549759669,6.59504725855975e-15,9.0298027567975e-12,23.3589750728857,"chr3",127317209,"+","MCM2","TSS200","Island",3,127.317209
"cg20774650",0.53250947756224,-2.84745488724242,8.47617139258669,6.60999857163241e-15,9.04575204086773e-12,23.3567659252092,"chr1",95583518,"+","TMEM56","5'UTR","Island",1,95.583518
"cg21574316",0.68504585285862,-1.41697400883191,8.47372904009399,6.71116226077377e-15,9.17273674700833e-12,23.3419484272868,"chr11",75062600,"+","ARRB1;ARRB1","Body;Body","Island",11,75.0626
"cg05691168",0.510252375066154,-2.03344835307568,8.47277075576562,6.75127317131692e-15,9.21835990242656e-12,23.3361351283582,"chr2",216176809,"+","ATIC;ATIC","1stExon;5'UTR","Island",2,216.176809
"cg25220961",0.512930638257681,-2.15518326951022,8.46973611354147,6.87986975302124e-15,9.37525451629248e-12,23.3177277979149,"chr17",64298782,"+","PRKCA","TSS200","Island",17,64.298782
"cg22837406",0.876663810213572,-1.12440281294879,8.4689120003777,6.91521010304104e-15,9.4140458891038e-12,23.3127294475799,"chr14",76618409,"-","C14orf118;C14orf118","5'UTR;5'UTR","Island",14,76.618409
"cg12828819",0.501831834109985,-0.633834081454125,8.46886683374202,6.91715217535596e-15,9.41435018591768e-12,23.3124555124146,"chr4",126236816,"-","FAT4","TSS1500","Island",4,126.236816
"cg09984469",0.912166505729389,-0.417496761659532,8.46830532993335,6.94134090160114e-15,9.43789214158055e-12,23.3090500514065,"chr2",72372162,"-","CYP26B1","Body","Island",2,72.372162
"cg05746407",0.456595583272824,-3.30160110354887,8.46741896725908,6.97969492555149e-15,9.48297968944314e-12,23.3036745579025,"chr16",85646856,"-","KIAA0182;KIAA0182","TSS200;5'UTR","Island",16,85.646856
"cg24103837",0.538773247914877,-2.85871292120167,8.4670676361525,6.99495557390359e-15,9.50135711950632e-12,23.3015439205861,"chr11",75236614,"-","GDPD5","TSS200","Island",11,75.236614
"cg26526036",0.490848335540459,-3.74060474233061,8.46515351413938,7.07868186849971e-15,9.60317809951186e-12,23.2899364661312,"chr4",183838753,"+","DCTD;DCTD","TSS200;TSS200","Island",4,183.838753
"cg00873050",0.450283324657948,-1.33330079226786,8.46296783199209,7.17550279174168e-15,9.71768271446891e-12,23.2766836520684,"chr1",32828016,"-","TSSK3;LOC100128071;TSSK3","1stExon;TSS200;5'UTR","Island",1,32.828016
"cg25339566",0.648312447219248,-1.87842094751689,8.46269557176689,7.18765496196217e-15,9.7293296818327e-12,23.2750329163637,"chr1",67218165,"-","TCTEX1D1;TCTEX1D1","5'UTR;1stExon","Island",1,67.218165
"cg25235397",0.964283907226107,-2.46954040035532,8.46241344877516,7.20026888843562e-15,9.74158987540778e-12,23.273322406573,"chr3",191047240,"-","CCDC50;CCDC50;CCDC50;CCDC50;UTS2D","5'UTR;1stExon;5'UTR;1stExon;5'UTR","Island",3,191.04724
"cg12848098",0.502951693554906,-0.159676469349218,8.45982754831911,7.31691424056799e-15,9.88475727754263e-12,23.2576452794179,"chr17",5404090,"+","LOC728392","1stExon","Island",17,5.40409
"cg14213517",0.619990887072413,-1.36484291473433,8.45932044873514,7.34000746963792e-15,9.90862431542953e-12,23.2545712149522,"chr2",102972205,"+","","","Island",2,102.972205
"cg09909671",0.537337752329548,-2.23712290576913,8.45794380069361,7.40306497474776e-15,9.98145014855801e-12,23.2462263111521,"chr11",13689641,"+","FAR1","TSS1500","Island",11,13.689641
"cg27513574",0.544099451914355,-2.86141902209133,8.45686331936015,7.45293266294054e-15,1.00437420600804e-11,23.2396771167107,"chr4",25657440,"+","SLC34A2;SLC34A2","1stExon;5'UTR","Island",4,25.65744
"cg02374680",0.675275296733692,-0.901821687550366,8.45523061140869,7.52892023264567e-15,1.0131190855073e-11,23.2297813735193,"chr20",36322378,"+","CTNNBL1","TSS200","Island",20,36.322378
"cg19864758",0.44288079322601,-1.25230403367454,8.45454588510666,7.56101622246908e-15,1.01643932728199e-11,23.2256315399448,"chr20",17206720,"+","PCSK2","TSS1500","Island",20,17.20672
"cg10182317",0.633302079858976,-0.545311869270956,8.45186865396365,7.68781727493924e-15,1.03247192323711e-11,23.2094074086714,"chr6",123317487,"+","CLVS2","TSS200","Island",6,123.317487
"cg16903217",0.502722031591516,-1.43167180631735,8.45144121324718,7.70825639297947e-15,1.03496316201039e-11,23.2068173101418,"chr1",201915950,"-","LMOD1","TSS1500","OpenSea",1,201.91595
"cg24415941",0.527259881172371,-1.19311637087336,8.45131733301348,7.71419009581289e-15,1.03550606098355e-11,23.2060666624362,"chr19",45908329,"-","CD3EAP;PPP1R13L;PPP1R13L","TSS1500;5'UTR;TSS200","Island",19,45.908329
"cg19312536",0.629398182518281,-1.7919309345173,8.44837247446504,7.8565867103471e-15,1.05384582155564e-11,23.1882238307352,"chr1",154540535,"+","CHRNB2","1stExon","Island",1,154.540535
"cg10598871",0.477009613601647,-2.71183184998501,8.44649615514519,7.9486714930671e-15,1.06541501781294e-11,23.1768566863149,"chr11",119205542,"+","RNF26;RNF26","1stExon;5'UTR","Island",11,119.205542
